tcin,brand,productName,price,regPrice,rating,reviewCount,boughtPastMonth,formFactor,category,url,searchQuery
94607278,Samyang,Samyang Buldak Original Ramen Big Bowl - 3.7oz,3.59,3.59,3.34,6,,Other,,https://www.target.com/p/-/A-94607278,reishi mushroom
94607301,FLY BY JING,FLY BY JING Chili Crisp Sun Dried Vegan Sichuan Noodles - 14oz/4ct,9.89,9.89,4.39,63,,Other,,https://www.target.com/p/-/A-94607301,reishi mushroom
92248024,Club Mocchi Mocchi,Club Mocchi Mocchi Super Mario Red Mushroom Mega 15&#34; Plush,27.99,34.99,4.75,59,200+ bought in last month,Other,,https://www.target.com/p/-/A-92248024,reishi mushroom
95220545,Kubo Tea,Kubo Tea Organic High Caffeine English Breakfast Reishi Mushroom Black Tea Bags - 20ct,14.99,14.99,,,,Tea,,https://www.target.com/p/-/A-95220545,reishi mushroom
76927656,mai,Mai Shrimp Tempura Kabuki White Rice - 8.7oz/12pc,9.49,9.49,4.11,68,,Other,,https://www.target.com/p/-/A-76927656,reishi mushroom
52392112,Kikkoman,Kikkoman Sushi Unagi Sauce - 11.8oz,2.99,2.99,4.88,25,,Other,,https://www.target.com/p/-/A-52392112,reishi mushroom
82001058,Bibigo,Bibigo Frozen Mini Wontons Pork &#38; Vegetable Dumplings - 24oz,6.59,6.59,4.85,136,,Other,,https://www.target.com/p/-/A-82001058,reishi mushroom
12936303,Bertolli,Bertolli Mushroom Alfredo Sauce with Portobello Mushrooms - 15oz,2.99,2.99,4.55,79,,Other,,https://www.target.com/p/-/A-12936303,reishi mushroom
54634713,Hissho Sushi,Hissho Sushi Special Cooked Combo - 10oz,12.99,12.99,4.36,17,,Other,,https://www.target.com/p/-/A-54634713,reishi mushroom
89623360,A-Sha Foods USA,A-SHA Hello Kitty Noodles - 6pk / 20.1oz,9.99,9.99,4.17,97,,Other,,https://www.target.com/p/-/A-89623360,reishi mushroom
53087937,Nasoya,Nasoya Organic Vegan Tofu Vegetable Dumplings - 9oz,4.59,4.59,4.06,308,,Other,,https://www.target.com/p/-/A-53087937,reishi mushroom
85338666,Nintendo,Nintendo Power Up Mushroom SFX Plush,14.99,14.99,4.0,4,100+ bought in last month,Other,,https://www.target.com/p/-/A-85338666,reishi mushroom
77242849,mai,Mai Tuna Salmon Sampler - 8.3oz,12.99,12.99,4.58,14,,Other,,https://www.target.com/p/-/A-77242849,reishi mushroom
94607299,FLY BY JING,FLY BY JING Sweet + Spicy Sun Dried Vegan Sichuan Noodles - 14.8oz/4ct,9.89,9.89,4.82,32,,Other,,https://www.target.com/p/-/A-94607299,reishi mushroom
1002587688,Solgar,"Solgar Reishi Shiitake Maitake Mushroom Extract, 50 Vegetable Capsules",21.99,21.99,5.0,1,,Capsule,,https://www.target.com/p/-/A-1002587688,reishi mushroom
88992060,Nasoya,Nasoya Organic Vegan Korean BBQ Vegetable Dumplings - 9oz,4.59,4.59,3.68,52,,Other,,https://www.target.com/p/-/A-88992060,reishi mushroom
52099475,Birds Eye,Birds Eye Frozen Spinach Lentil Veggie Pasta Rotini Alfredo - 10oz,3.39,3.39,4.22,341,,Other,,https://www.target.com/p/-/A-52099475,reishi mushroom
93462601,Ocean's Halo,Ocean&#39;s Halo Organic Frozen Fried Rice Roll - 8.11oz,3.99,5.89,4.54,200,,Other,,https://www.target.com/p/-/A-93462601,reishi mushroom
90187565,Suddenly Salad,Suddenly Salad Green Goddess Pasta Salad - 7.5oz,1.95,2.79,4.0,37,,Other,,https://www.target.com/p/-/A-90187565,reishi mushroom
1005967137,Namhya,"Namhya Mushroom Coffee | Lion’s Mane, Reishi & More| Mind-Boosting, Jitter-Free Energy | Focus - Immunity - Energy",28.0,75.0,0.0,0,,Coffee,,https://www.target.com/p/-/A-1005967137,reishi mushroom
14775821,Prego,Prego Pasta Sauce Italian Tomato Sauce with Fresh Mushroom - 24oz,2.59,2.59,,,,Other,,https://www.target.com/p/-/A-14775821,reishi mushroom
52396719,Sapporo Ichiban,Sapporo Ichiban Shio Ramen Noodle Soup - 18oz/5ct,5.49,5.49,4.59,115,,Other,,https://www.target.com/p/-/A-52396719,reishi mushroom
94283805,Rana,Rana Protein Filled Pasta - Short Rib - 8oz,5.99,6.99,4.0,17,,Other,,https://www.target.com/p/-/A-94283805,reishi mushroom
47099525,Ajinomoto,Ajinomoto Frozen Shrimp Shumai Dumplings - 7.94oz,6.69,6.69,4.73,11,,Other,,https://www.target.com/p/-/A-47099525,reishi mushroom
94743206,immi,immi Creamy &#39;Chicken&#39; Plant Based Ramen Packet - 2.6oz,4.39,4.39,3.89,17,,Other,,https://www.target.com/p/-/A-94743206,reishi mushroom
91194854,,Fresh Japanese Kamuela Cucumbers - 3ct/1lb,5.29,5.29,4.34,12,,Other,,https://www.target.com/p/-/A-91194854,reishi mushroom
90187564,Suddenly Salad,Suddenly Salad Greek Pasta Salad - 7.5oz,1.95,2.79,3.83,17,,Other,,https://www.target.com/p/-/A-90187564,reishi mushroom
89479959,Tabitha Brown for Target,Vegan Garlic Pickled Okra - 16oz - Tabitha Brown,4.39,4.39,4.5,80,,Other,,https://www.target.com/p/-/A-89479959,reishi mushroom
87496359,Birds Eye,Birds Eye Frozen Fusions Asian Style with Sesame Soy - 11oz,3.39,3.39,3.73,83,,Other,,https://www.target.com/p/-/A-87496359,reishi mushroom
94677000,What Do You Meme?,What Do You Meme? Emotional Support Mushrooms Stuffed Animal: Polyester Plush Toy,16.99,16.99,4.82,22,,Other,,https://www.target.com/p/-/A-94677000,reishi mushroom
87990231,Rana,Rana Fettuccine Sausage &#38; Mushrooms Meal Kit - 38oz,14.99,14.99,3.35,43,,Other,,https://www.target.com/p/-/A-87990231,reishi mushroom
1010549030,Double Wood Supplements,"Double Wood Supplements Reishi Mushroom Extract, 300 Capsules (500 mg per Capsule)",24.99,24.99,0.0,0,,Capsule,,https://www.target.com/p/-/A-1010549030,reishi mushroom
13479020,Hapi,Hapi Wasabi Green Peas - 9.90z,6.29,6.29,4.45,115,,Other,,https://www.target.com/p/-/A-13479020,reishi mushroom
88854591,Club Mocchi Mocchi,Club Mocchi Mocchi 1 Up Mushroom 14&#34; Mega Plush,27.99,34.99,4.72,64,600+ bought in last month,Other,,https://www.target.com/p/-/A-88854591,reishi mushroom
93462607,OmniFoods,OmniFoods Frozen Vegan Plant Based Potstickers Pork-Style - 7.05oz,5.99,5.99,4.08,13,,Other,,https://www.target.com/p/-/A-93462607,reishi mushroom
94711787,Totino's,Totino&#39;s Cheese Pizza Ramen Noodles Cup - 2.12oz,1.99,1.99,2.6,25,,Other,,https://www.target.com/p/-/A-94711787,reishi mushroom
94975295,Pizza Antica,Pizza Antica Mushroom Spinach Frozen Pizza - 13.9oz,12.99,14.99,4.77,13,,Other,,https://www.target.com/p/-/A-94975295,reishi mushroom
82654258,Pulmuone,Pulmuone Stir-Fry Udon with Korean BBQ Style Beef Meal Kit - 24.1oz,10.99,10.99,3.0,11,,Other,,https://www.target.com/p/-/A-82654258,reishi mushroom
89093504,Lily's Toaster Grills,Lily&#39;s Toaster Grills Frozen Pepperoni &#38; Cheese - 6.7oz,3.79,3.79,4.44,37,,Other,,https://www.target.com/p/-/A-89093504,reishi mushroom
54308659,Benihana,Benihana The Japanese Steakhouse Frozen Hibachi Chicken Rice - 10oz,5.99,5.99,2.99,1005,,Other,,https://www.target.com/p/-/A-54308659,reishi mushroom
94975297,Pizza Antica,Pizza Antica Pepperoni Frozen Pizza - 13.8oz,12.99,14.99,4.59,24,,Other,,https://www.target.com/p/-/A-94975297,reishi mushroom
47099530,Ajinomoto,Ajinomoto Frozen Shrimp Gyoza Dumplings - 8.5oz,6.29,6.29,4.67,3,,Other,,https://www.target.com/p/-/A-47099530,reishi mushroom
52099473,Birds Eye,Birds Eye Veggie Pasta Frozen Zucchini Lentil Penne with Cheddar Sauce - 10oz,3.19,3.19,3.59,169,,Other,,https://www.target.com/p/-/A-52099473,reishi mushroom
1004822708,Nature's Nutrition,"Mushroom Complex Supplement Capsules - 10 Mushrooms Lions Mane, Reishi, Chaga - 60 Capsules By Nature's Nutrition",14.92,18.65,,,,Capsule,,https://www.target.com/p/-/A-1004822708,reishi mushroom
89219449,Okuhara,Okuhara Imitation Crabmeat Sticks - Frozen - 8oz,4.49,4.49,4.4,5,,Other,,https://www.target.com/p/-/A-89219449,reishi mushroom
94817031,A-Sha Foods USA,A-Sha Foods USA Gluten Free Hello Kitty Kuromi Spicy Beef Flavored Pho Rice Noodle Soup - 2oz,3.0,3.0,3.78,44,,Other,,https://www.target.com/p/-/A-94817031,reishi mushroom
94743167,Rana,Rana Short Rib Lasagna Pasta - 42oz,19.99,19.99,2.72,7,,Other,,https://www.target.com/p/-/A-94743167,reishi mushroom
94722201,The Rice Stuff,The Rice Stuff Gluten-Free Instant Chicken Mushroom and Rice - 2.46oz,3.99,3.99,,,,Other,,https://www.target.com/p/-/A-94722201,reishi mushroom
94817030,A-Sha Foods USA,A-Sha Foods USA Gluten Free Hello Kitty My Melody Chicken Lemongrass Flavored Pho Rice Noodle Soup - 2oz,3.0,3.0,3.93,41,,Other,,https://www.target.com/p/-/A-94817030,reishi mushroom
91719598,Host Defense,"Host Defense CordyChi Extract, Mushroom Supplement with Cordyceps and Reishi, Plain, 1 fl oz",15.71,15.71,,,,Other,,https://www.target.com/p/-/A-91719598,reishi mushroom
94656213,Club Mocchi Mocchi,Club Mocchi Mocchi 3Pk Super Mario Mini Power Up Figures,19.99,19.99,4.79,19,300+ bought in last month,Other,,https://www.target.com/p/-/A-94656213,reishi mushroom
94256828,Good & Gather,Frozen Harvest Squash Empanadas - 6.4oz/8ct - Good &#38; Gather&#8482;,5.99,5.99,3.0,28,,Other,,https://www.target.com/p/-/A-94256828,reishi mushroom
89153326,Club Mocchi Mocchi,Club Mocchi Mocchi Mega Bowser Shell 15&#34; Plush,27.99,34.99,4.78,36,200+ bought in last month,Other,,https://www.target.com/p/-/A-89153326,reishi mushroom
94684842,Lundberg,Lundberg Ready to Heat Fly By Jing Chili Crisp Rice - 8oz,3.29,3.29,4.2,5,,Other,,https://www.target.com/p/-/A-94684842,reishi mushroom
90179396,Acid League,Acid League Sushi Shop Carrot Ginger Dressing - 12 fl oz,4.89,6.99,4.31,13,,Other,,https://www.target.com/p/-/A-90179396,reishi mushroom
82826561,Sapporo Ichiban,Sapporo Ichiban Original Ramen - 2.91oz,2.69,2.69,5.0,2,,Other,,https://www.target.com/p/-/A-82826561,reishi mushroom
94415402,Squishmallows,Squishmallows 12&#34; Neon Teal Potion with Black Mushroom Label Medium Plush: Polyester Stuffed Animal Character,12.99,12.99,4.85,13,,Other,,https://www.target.com/p/-/A-94415402,reishi mushroom
47099527,Ajinomoto,Ajinomoto Frozen Pork & Shrimp Shumai Frozen Dumplings - 7.94oz,6.69,6.69,5.0,2,,Other,,https://www.target.com/p/-/A-47099527,reishi mushroom
47099539,JFC,JFC Frozen Shumai Shrimp - 7.6oz,7.99,7.99,5.0,7,,Other,,https://www.target.com/p/-/A-47099539,reishi mushroom
1002538762,Real Mushrooms,"Real Mushrooms Reishi, Organic Mushroom Extract Powder, 1.59 oz (45 gm)",41.99,41.99,0.0,0,,Powder,,https://www.target.com/p/-/A-1002538762,reishi mushroom
94764343,Marine Harvest,Marine Harvest by MOWI Garlic Herb Butter Filleted Raw Tilapia - Frozen - 12oz,7.99,7.99,4.0,3,,Other,,https://www.target.com/p/-/A-94764343,reishi mushroom
13519318,,Fresh Sliced White Mushrooms - 8oz,1.99,1.99,4.5,4,,Other,,https://www.target.com/p/-/A-13519318,reishi mushroom
95003726,What Do You Meme?,What Do You Meme? Emotional Support Gingerbreads Stuffed Animal,14.49,14.49,4.62,18,,Other,,https://www.target.com/p/-/A-95003726,reishi mushroom
1007121263,Wyncor,Miraball Surprises SpongeBob - Blind Capsule Toy with Expandable Memory Foam Plush & Stickers - Fun Mystery Plush Ball for Kids Collecting,12.99,17.99,0.0,0,50+ bought in last month,Capsule,,https://www.target.com/p/-/A-1007121263,reishi mushroom
91974704,Alexia,Alexia Frozen Hot Honey Carrots - 12oz,4.49,4.49,4.78,31,,Other,,https://www.target.com/p/-/A-91974704,reishi mushroom
94583457,Kirby,Suya Suya Sleeping Kirby 19&#39;&#39; Plush,34.99,34.99,4.93,27,,Other,,https://www.target.com/p/-/A-94583457,reishi mushroom
1010537909,Joyfy,12 Pcs 3d Printed Animals Set Cute Articulated Flexible Figurines Fidget Toys For Easter Party Favors Birthday Gifts Desk Pet Office Home Decor Pinata,19.99,26.99,0.0,0,50+ bought in last month,Other,,https://www.target.com/p/-/A-1010537909,reishi mushroom
95003718,What Do You Meme?,What Do You Meme? Emotional Support Pizza Stuffed Animal,16.99,16.99,5.0,2,90+ bought in last month,Other,,https://www.target.com/p/-/A-95003718,reishi mushroom
75469670,Toynk,"Toynk Nintendo Super Mario Icons 6"" Plush: 1-Up Mushroom",12.99,12.99,5.0,1,,Other,,https://www.target.com/p/-/A-75469670,reishi mushroom
94988589,LOVE PIZZA,LOVE PIZZA Sausage &#38; Shroom Frozen Pizza - 23.6oz,12.99,12.99,4.83,17,,Other,,https://www.target.com/p/-/A-94988589,reishi mushroom
47090505,Nongshim,Nongshim Spicy Shin Soup Noodle Cup - 2.64oz,1.39,1.39,3.78,9,,Other,,https://www.target.com/p/-/A-47090505,reishi mushroom
34842069,GOYA,Goya Frozen Pork Pasteles - 2ct/11oz,2.99,2.99,4.46,22,,Other,,https://www.target.com/p/-/A-34842069,reishi mushroom
94676982,What Do You Meme?,"What Do You Meme? Emotional Support Flowers Stuffed Animal: Plush Polyester Character, 11&#34; Tall",16.99,16.99,4.96,22,,Other,,https://www.target.com/p/-/A-94676982,reishi mushroom
1002617127,Om Mushrooms,"Om Mushroom Superfood Reishi Organic Mushroom Powder, 7.05 Ounce Pouch, 100 Servings, Adaptogen, Stress & Immune Support, Superfood Mushroom",42.99,42.99,4.82,200,,Powder,,https://www.target.com/p/-/A-1002617127,reishi mushroom
47099537,JFC,JFC Frozen Shumai Pork - 7.6oz,7.99,7.99,4.0,7,,Other,,https://www.target.com/p/-/A-47099537,reishi mushroom
47089352,Nongshim,Nongshim Spicy Shin Soup Microwavable Noodle Bowl - 3.03oz,1.79,1.79,4.58,7,,Other,,https://www.target.com/p/-/A-47089352,reishi mushroom
90059561,Koyo,Koyo Shiitake Mushroom Ramen - Case of 12/2 oz,34.99,36.99,5.0,1,,Other,,https://www.target.com/p/-/A-90059561,reishi mushroom
94583459,Club Mocchi Mocchi,Club Mocchi Mocchi Piranha Plant 15&#34; Plush,27.99,34.99,4.96,21,100+ bought in last month,Other,,https://www.target.com/p/-/A-94583459,reishi mushroom
94828759,Samyang,Samyang Tangle Creamy Mushroom Pasta Bowl - 3.7oz,3.0,3.0,4.3,112,,Other,,https://www.target.com/p/-/A-94828759,reishi mushroom
95003720,What Do You Meme?,What Do You Meme? Emotional Support Donuts Stuffed Animal,16.99,16.99,4.73,100,50+ bought in last month,Other,,https://www.target.com/p/-/A-95003720,reishi mushroom
89230284,5 Surprise,"ZURU 5 Surprise Anime Pop Plush: Mythical Creature Stuffed Toy, Polyester Material",5.99,5.99,4.77,67,100+ bought in last month,Other,,https://www.target.com/p/-/A-89230284,reishi mushroom
95003723,What Do You Meme?,What Do You Meme? Emotional Support Ice Cream Sundae Stuffed Animal,16.99,16.99,4.79,14,,Other,,https://www.target.com/p/-/A-95003723,reishi mushroom
94676985,What Do You Meme?,"What Do You Meme? Emotional Support Fries Stuffed Animal: Polyester Plush Toy, Food-Themed Pillow, 12 Inch Plush",16.99,16.99,4.71,27,,Other,,https://www.target.com/p/-/A-94676985,reishi mushroom
92248021,Club Mocchi Mocchi,Club Mocchi Mocchi Kirby with Candy Wand Mega 15&#34; Plush,34.99,34.99,4.86,14,,Other,,https://www.target.com/p/-/A-92248021,reishi mushroom
94676998,What Do You Meme?,"What Do You Meme? Emotional Support Strawberries Stuffed Animal: Polyester Plush Toy, Food-Themed Doll, 8&#34; Wide",16.99,16.99,4.92,25,,Other,,https://www.target.com/p/-/A-94676998,reishi mushroom
85627136,Lambs & Ivy,Lambs & Ivy Interactive Plush Mushroom House with Stuffed Animal Toys,37.99,44.99,4.87,203,,Other,,https://www.target.com/p/-/A-85627136,reishi mushroom
94676997,What Do You Meme?,What Do You Meme? Emotional Support Dumplings Stuffed Animal,16.99,16.99,4.84,25,50+ bought in last month,Other,,https://www.target.com/p/-/A-94676997,reishi mushroom
1002978231,Frontier Co-Op,"Frontier Co-op Organic Reishi Mushroom Powder, 4 oz (113 g)",21.99,21.99,0.0,0,,Powder,,https://www.target.com/p/-/A-1002978231,reishi mushroom
1002538818,Solaray,"Solaray Reishi Mushrooms, 600 mg, 100 VegCaps",22.99,22.99,4.0,1,,Capsule,,https://www.target.com/p/-/A-1002538818,reishi mushroom
47719600,May's Hawaii,May&#39;s Hawaiian Style Local Boy Sliced Pork - Frozen - 32oz,15.99,15.99,4.0,4,,Other,,https://www.target.com/p/-/A-47719600,reishi mushroom
47109578,High Max,High Max Turnip Kim Chee - 14oz,4.99,4.99,4.0,5,,Other,,https://www.target.com/p/-/A-47109578,reishi mushroom
88449893,,Shishito Peppers - 8oz,3.99,3.99,4.1,21,,Other,,https://www.target.com/p/-/A-88449893,reishi mushroom
94741108,What Do You Meme?,What Do You Meme? Lil Cheers Pickle,7.99,7.99,4.73,22,,Other,,https://www.target.com/p/-/A-94741108,reishi mushroom
82259683,Four Sigmatic,Four Sigmatic Lion&#39;s Mane Chaga Mushroom Dark Roast Ground Coffee - 10oz,16.99,16.99,4.77,2842,,Coffee,,https://www.target.com/p/-/A-82259683,chaga mushroom
82236478,VitaCup,"VitaCup Focus Ground Coffee Medium Roast Cognitive &#38; Immunity Support Lions Mane, Chaga Mushroom &#38; B Vitamin - 10oz",17.99,17.99,4.62,173,,Coffee,,https://www.target.com/p/-/A-82236478,chaga mushroom
12952993,Claussen,Claussen Dill Pickle Spears - 24 fl oz,4.99,4.99,,,,Other,,https://www.target.com/p/-/A-12952993,chaga mushroom
54243624,Stonefire,Stonefire Dippers Original Naan - 7.05oz,3.99,3.99,4.71,740,,Other,,https://www.target.com/p/-/A-54243624,chaga mushroom
12952994,Claussen,Claussen Dill Sandwich Pickle Slices - 20 fl oz,4.99,4.99,,,,Other,,https://www.target.com/p/-/A-12952994,chaga mushroom
23985485,Good Foods,Good Foods Feta Cucumber Tzatziki Dip - 8oz,3.99,4.99,4.41,319,,Other,,https://www.target.com/p/-/A-23985485,chaga mushroom
86468726,Good & Gather,"Pepperoni, Gouda Cheese Cubes, Green Olives - 3oz - Good &#38; Gather&#8482;",2.79,2.79,4.39,248,,Other,,https://www.target.com/p/-/A-86468726,chaga mushroom
92693623,Good & Gather,"Teeny Tiny Lunch Bites Uncured Pepperoni, Mozzarella, Dark Chocolate Covered Pretzels &#38; Yogurt Covered Raisins 3.2oz - Good &#38; Gather&#8482;",2.29,2.29,4.28,185,,Chocolate,,https://www.target.com/p/-/A-92693623,chaga mushroom
15842319,Hillshire Farm,Hillshire Snacking Small Plates Italian Dry Salami - 2.76oz,2.99,2.99,4.49,1933,,Other,,https://www.target.com/p/-/A-15842319,chaga mushroom
84669679,Good & Gather,Smoked Paprika - 2.12oz - Good &#38; Gather&#8482;,2.49,2.49,4.7,549,,Other,,https://www.target.com/p/-/A-84669679,chaga mushroom
86468729,Good & Gather,"Genoa Salami, Pepper Jack Cheese, Dried Mango, Dark Chocolate Chunks - 3oz - Good &#38; Gather&#8482;",2.79,2.79,4.48,301,,Chocolate,,https://www.target.com/p/-/A-86468729,chaga mushroom
53294701,Hillshire Farm,Hillshire Snacking All Natural Uncured Pepperoni with White Cheddar Cheese and Toasted Rounds - 2.76oz,2.99,2.99,4.57,803,,Other,,https://www.target.com/p/-/A-53294701,chaga mushroom
84039552,Good & Gather,Tzatziki Yogurt Dip - 9oz - Good &#38; Gather&#8482;,4.79,4.79,4.39,448,,Other,,https://www.target.com/p/-/A-84039552,chaga mushroom
13556562,Spice World,Spice World Minced Garlic - 8oz,2.99,2.99,4.75,1026,,Other,,https://www.target.com/p/-/A-13556562,chaga mushroom
79643218,Good & Gather,Spinach Artichoke Dip - 12oz - Good &#38; Gather&#8482;,4.79,4.79,3.81,1260,,Other,,https://www.target.com/p/-/A-79643218,chaga mushroom
15842318,Hillshire Farm,Hillshire Snacking Small Plates Genoa Salami and White Cheddar Cheese - 2.76oz,2.99,2.99,4.52,1992,,Other,,https://www.target.com/p/-/A-15842318,chaga mushroom
89907290,Good & Gather,Cajun Blend -3.25oz - Good &#38; Gather&#8482;,2.19,2.19,4.59,80,,Powder,,https://www.target.com/p/-/A-89907290,chaga mushroom
54632191,Good & Gather,Non-Pareil Capers - 3.5oz - Good &#38; Gather&#8482;,1.99,1.99,4.71,322,,Other,,https://www.target.com/p/-/A-54632191,chaga mushroom
77588051,Good & Gather,Oregano Leaves - 0.75oz - Good &#38; Gather&#8482;,1.19,1.19,4.77,626,,Other,,https://www.target.com/p/-/A-77588051,chaga mushroom
54531847,Good & Gather,Roasted Artichoke and Spinach Hummus - 10oz - Good & Gather&#8482;,2.89,2.89,,,,Other,,https://www.target.com/p/-/A-54531847,chaga mushroom
93355009,Hillshire Farm,"Hillshire Snacking Dips and Spreads Pepperoni, Garlic &#38; Herb - 2.25oz",2.99,2.99,4.41,227,,Other,,https://www.target.com/p/-/A-93355009,chaga mushroom
79474084,Bitchin' Sauce,Bitchin&#39; Sauce Chipotle Almond Dip - 8oz,5.79,5.79,4.47,244,,Other,,https://www.target.com/p/-/A-79474084,chaga mushroom
91668786,La Terra Fina,La Terra Fina Spinach Artichoke &#38; Parmesan Dip - 10oz,5.99,5.99,4.22,92,,Other,,https://www.target.com/p/-/A-91668786,chaga mushroom
89240397,Good & Gather,Petite Kosher Dill Pickle Snack Pouch - 4.8 fl oz - Good &#38; Gather&#8482;,1.89,1.89,4.45,194,,Other,,https://www.target.com/p/-/A-89240397,chaga mushroom
77585059,Good & Gather,Dried Chives - 0.22oz - Good &#38; Gather&#8482;,2.69,2.69,4.71,194,,Other,,https://www.target.com/p/-/A-77585059,chaga mushroom
91121024,Good & Gather,Norwegian Cold Smoked Salmon - 4oz - Good &#38; Gather&#8482;,5.49,5.49,4.47,64,,Other,,https://www.target.com/p/-/A-91121024,chaga mushroom
85725130,Good & Gather,Penne Alfredo Pasta with Cajun Chicken - 17oz - Good &#38; Gather&#8482;,8.99,8.99,3.69,360,,Other,,https://www.target.com/p/-/A-85725130,chaga mushroom
81945660,Good & Gather,Vegetarian Chana Masala - 10oz - Good &#38; Gather&#8482;,2.89,2.89,4.19,204,,Other,,https://www.target.com/p/-/A-81945660,chaga mushroom
79804719,Good & Gather,Classic Guacamole Mini Cups - 6pk/12oz - Good &#38; Gather&#8482;,3.99,3.99,4.4,389,,Other,,https://www.target.com/p/-/A-79804719,chaga mushroom
94336740,Good & Gather,Creamy Tomato Bisque Soup with Parmesan - 24oz - Good &#38; Gather&#8482;,4.29,4.29,4.5,66,,Other,,https://www.target.com/p/-/A-94336740,chaga mushroom
78775556,Applegate Farms,Applegate Natural Uncured Peppered Genoa Salami - 4oz,5.99,5.99,4.65,256,,Other,,https://www.target.com/p/-/A-78775556,chaga mushroom
86468727,Good & Gather,"Hot Calabrese, Asiago Cheese Cubes, Crostini Crackers - 2.7oz - Good &#38; Gather&#8482;",2.79,2.79,4.06,217,,Other,,https://www.target.com/p/-/A-86468727,chaga mushroom
1002575793,Lifeboost,"Lifeboost Coffee Cognition Medium Roast Mushroom Ground Coffee,  with Lion's Mane & Chaga Mushrooms, Non-GMO, Single Origin, Low Acid, Kosher - 12 oz",29.99,29.99,0.0,0,,Coffee,,https://www.target.com/p/-/A-1002575793,chaga mushroom
94662252,EZ Bombs,EZ Bombs Birria Bomb Seasoning - 2.4oz,7.99,7.99,4.83,5480,,Other,,https://www.target.com/p/-/A-94662252,chaga mushroom
87544472,Bibigo,Bibigo Frozen Bulgogi Chicken &#38; Vegetable Crispy Dumpling Bites - 7.7oz,4.69,4.69,4.66,173,,Other,,https://www.target.com/p/-/A-87544472,chaga mushroom
79691715,Pacific Foods,Pacific Foods Organic Gluten Free Condensed Cream of Mushroom Soup - 10.5oz,2.89,2.89,4.4,130,,Other,,https://www.target.com/p/-/A-79691715,chaga mushroom
84083509,Rana,Rana Meat Lasagna - 40oz,14.99,14.99,4.3,590,,Other,,https://www.target.com/p/-/A-84083509,chaga mushroom
78829180,Hillshire Farm,"Hillshire Snacking Bistro Bites with Italian Dry Salami, White Cheddar &#38; Chocolate Almonds - 2.8oz",2.99,2.99,4.66,557,,Chocolate,,https://www.target.com/p/-/A-78829180,chaga mushroom
94607287,Samyang,Samyang Buldak Carbonara Rice Cake Tteokbokki - 6.31oz,3.99,3.99,3.51,105,,Other,,https://www.target.com/p/-/A-94607287,chaga mushroom
88024924,Hillshire Farm,Hillshire Snacking Bistro Bites Wine Infused Salami - 2.8oz,2.99,2.99,4.56,130,,Other,,https://www.target.com/p/-/A-88024924,chaga mushroom
87059982,Good & Gather,Caramel Dip - 14oz - Good &#38; Gather&#8482;,4.49,4.49,4.11,219,,Other,,https://www.target.com/p/-/A-87059982,chaga mushroom
15842861,Hillshire Farm,Hillshire Snacking Small Plates Calabrese Pepperjack - 2.76oz,2.99,2.99,4.62,758,,Other,,https://www.target.com/p/-/A-15842861,chaga mushroom
85373728,Good & Gather,Uncured Genoa Salami and Cheddar Cheese Snacker - 2.5oz - Good &#38; Gather&#8482;,2.79,2.79,4.24,256,,Other,,https://www.target.com/p/-/A-85373728,chaga mushroom
79495118,Good & Gather,Organic Chives - 0.5oz - Good &#38; Gather&#8482;,1.99,1.99,4.02,115,,Other,,https://www.target.com/p/-/A-79495118,chaga mushroom
79507433,Good & Gather,Mushroom Pasta Sauce - 24oz - Good &#38; Gather&#8482;,1.79,1.79,,,,Other,,https://www.target.com/p/-/A-79507433,chaga mushroom
94234071,Good & Gather,Mini Naan Dippers - 7oz Good &#38; Gather&#8482;,4.19,4.19,4.84,24,,Other,,https://www.target.com/p/-/A-94234071,chaga mushroom
77616535,Good & Gather,Organic Bay Leaves -  0.1oz - Good &#38; Gather&#8482;,2.99,2.99,4.72,159,,Other,,https://www.target.com/p/-/A-77616535,chaga mushroom
90289507,Good & Gather,Genoa Cracker Cut Coins - 6oz - Good &#38; Gather&#8482;,5.99,5.99,3.62,55,,Other,,https://www.target.com/p/-/A-90289507,chaga mushroom
50865543,Columbus,Columbus Gluten Free Genoa Salame Panino - 3.9oz,6.99,6.99,4.26,291,,Other,,https://www.target.com/p/-/A-50865543,chaga mushroom
84311897,Sukhi's,Sukhi&#39;s Indian Chicken Tikka Masala Samosa Frozen Appetizer Snack with Cilantro Chutney Dipping Sauce - 10oz,8.49,8.49,4.59,194,,Other,,https://www.target.com/p/-/A-84311897,chaga mushroom
94335624,CLEVELAND Kitchen,Cleveland Kitchen Kimchi Dill Pickle Chips - 3.5oz,1.99,1.99,4.19,90,,Other,,https://www.target.com/p/-/A-94335624,chaga mushroom
92608577,Good & Gather,Blended Spinach and Kale Frozen Smoothie Booster Cubes - 10oz - Good &#38; Gather&#8482;,3.59,4.49,4.69,22,,Powder,,https://www.target.com/p/-/A-92608577,chaga mushroom
50867120,Columbus,Columbus Charcuterie Sampler Deli Meats - 12oz,14.79,14.79,4.47,135,,Other,,https://www.target.com/p/-/A-50867120,chaga mushroom
54584009,Good & Gather,Burrata Lemon Zest Herb Ravioli - 9oz - Good & Gather&#8482;,4.99,4.99,4.08,452,,Other,,https://www.target.com/p/-/A-54584009,chaga mushroom
