productId,brand,shopDomain,productName,productType,price,compareAtPrice,formFactor,mushroomTypes,variantCount,tags,url
us.foursigmatic.com_8234522804260,Four Sigmatic,us.foursigmatic.com,Creamer Bundle,,28.0,60.0,Other,Other,1,"bundle, Coffees & Creamers, creamer, show-onetime-plan, Starter Kits",https://us.foursigmatic.com/products/creamer-bundle-with-coffee
us.foursigmatic.com_8211089588260,Four Sigmatic,us.foursigmatic.com,Focus Creamer – Hazelnut,Creamer,15.0,15.0,Other,Lion's Mane,3,"Coffees & Creamers, creamer, decaf, New Website 2023, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-creamer-hazelnut
us.foursigmatic.com_8211113869348,Four Sigmatic,us.foursigmatic.com,Focus Creamer – Sweet & Creamy,Creamer,15.0,15.0,Other,Lion's Mane,3,"Coffees & Creamers, creamer, decaf, New Website 2023, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-creamer-sweet-creamy
us.foursigmatic.com_8117079310372,Four Sigmatic,us.foursigmatic.com,Original Mushroom Coffee™ (30 Cups),Instant Coffee,50.0,50.0,Coffee,Blend,4,"exclude-winter-2026, exclude_rebuy, freeplusshipping, manual-oos, show-onetime-plan",https://us.foursigmatic.com/products/original-mushroom-coffee-30-cups
us.foursigmatic.com_8052688027684,Four Sigmatic,us.foursigmatic.com,Original Mushroom Coffee™ (30 Doses),Instant Coffee,50.0,50.0,Coffee,Blend,4,"exclude-winter-2026, exclude_rebuy, freeplusshipping, manual-oos, show-onetime-plan",https://us.foursigmatic.com/products/original-mushroom-coffee-30-doses
us.foursigmatic.com_7994874069028,Four Sigmatic,us.foursigmatic.com,Focus Half Caf Ground Coffee - Medium,Ground Coffee,20.0,20.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, ground, Ground Coffee Bag, New Website 2023, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-organic-half-caf-ground-coffee
us.foursigmatic.com_7804649799716,Four Sigmatic,us.foursigmatic.com,Original Mushroom Coffee™,Instant Coffee,50.0,50.0,Coffee,Blend,4,"coffee, coffee-latte-original, Coffees & Creamers, exclude-upsell, focus, half caf, instant, instant-coffee-nav, latte-bags, manual-oos, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/original-mushroom-coffee
us.foursigmatic.com_7938161442852,Four Sigmatic,us.foursigmatic.com,Original Mushroom Coffee™ (30 Servings),Instant Coffee,50.0,50.0,Coffee,Blend,4,"exclude-winter-2026, exclude_rebuy, freeplusshipping, show-onetime-plan",https://us.foursigmatic.com/products/original-mushroom-coffee-free-just-pay-shipping
us.foursigmatic.com_8084980662308,Four Sigmatic,us.foursigmatic.com,Focus Whole Bean Coffee - Dark (20oz),Ground Coffee,30.0,30.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, ground, Ground Coffee Bag, limited-edition, New Website 2023, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-whole-bean-coffee-dark-20oz
us.foursigmatic.com_8080337895460,Four Sigmatic,us.foursigmatic.com,Focus Ground Coffee - Dark (20oz),Ground Coffee,30.0,30.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, ground, Ground Coffee Bag, limited-edition, New Website 2023, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-ground-coffee-dark-20oz
us.foursigmatic.com_8071519272996,Four Sigmatic,us.foursigmatic.com,Mushroom Month Welcome Kit,,89.0,215.0,Other,Other,1,"bundle, exclude-winter-2026, exclude_rebuy, show-onetime-plan, Starter Kits, Supplement, Supplements",https://us.foursigmatic.com/products/mushroom-month-welcome-kit
us.foursigmatic.com_8071132381220,Four Sigmatic,us.foursigmatic.com,Coffee Lovers Bundle,,60.0,155.0,Coffee,Other,1,"bundle, Coffees & Creamers, exclude-winter-2026, exclude_rebuy, Ground Coffee Bag, show-onetime-plan, Starter Kits",https://us.foursigmatic.com/products/coffee-lovers-bundle
us.foursigmatic.com_8065242103844,Four Sigmatic,us.foursigmatic.com,Tea Variety Pack - 8 Packets,Tea,10.0,10.0,Tea,"Lion's Mane, Reishi, Turkey Tail",1,"exclude-winter-2026, instant, New Website 2023, show-onetime-plan",https://us.foursigmatic.com/products/tea-variety-pack
us.foursigmatic.com_7981610631204,Four Sigmatic,us.foursigmatic.com,Focus Ground Coffee + 10 Instant Coffee Travel Packets,,35.0,35.0,Coffee,"Lion's Mane, Chaga",1,"exclude-winter-2026, exclude_rebuy, freeplusshipping, hidden, show-onetime-plan",https://us.foursigmatic.com/products/focus-ground-coffee-10-instant-coffee-travel-packets
us.foursigmatic.com_7969731018788,Four Sigmatic,us.foursigmatic.com,Focus Ground Coffee Special: Get $120 value for only $60,,60.0,120.0,Coffee,"Lion's Mane, Chaga",1,"exclude-winter-2026, exclude_rebuy, freeplusshipping, show-onetime-plan",https://us.foursigmatic.com/products/focus-ground-coffee-special
us.foursigmatic.com_7938159509540,Four Sigmatic,us.foursigmatic.com,Focus Dark Roast Espresso Pods (Free - Just Pay Shipping),Coffee Pod,15.0,15.0,Coffee,Lion's Mane,3,"exclude-winter-2026, exclude_rebuy, freeplusshipping, show-onetime-plan",https://us.foursigmatic.com/products/focus-dark-roast-espresso-pods-free-just-pay-shipping
us.foursigmatic.com_7937123090468,Four Sigmatic,us.foursigmatic.com,Focus Ground Coffee (Free - Just Pay Shipping),Ground Coffee,20.0,20.0,Coffee,"Lion's Mane, Chaga",5,"exclude-winter-2026, exclude_rebuy, freeplusshipping, show-onetime-plan",https://us.foursigmatic.com/products/focus-ground-coffee-trial
us.foursigmatic.com_7912173436964,Four Sigmatic,us.foursigmatic.com,Focus Half-Caf Coffee Pods (24ct),Coffee Pod,36.0,36.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, New Website 2023, pods, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-half-caf-coffee-pods-24ct
us.foursigmatic.com_7907220914212,Four Sigmatic,us.foursigmatic.com,Focus Ground Coffee - Medium,Ground Coffee,20.0,20.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, ground, Ground Coffee Bag, limited-edition, New Website 2023, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-ground-coffee-medium-roast
us.foursigmatic.com_7886240972836,Four Sigmatic,us.foursigmatic.com,Focus Medium Roast Espresso Pods (10ct),Coffee Pod,15.0,15.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, New Website 2023, pods, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-medium-roast-espresso-pods-10ct
us.foursigmatic.com_7886229471268,Four Sigmatic,us.foursigmatic.com,Focus Dark Roast High Caf Espresso Pods (10ct),Coffee Pod,15.0,15.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, New Website 2023, pods, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-dark-roast-hi-caf-espresso-pods-10ct
us.foursigmatic.com_7885915160612,Four Sigmatic,us.foursigmatic.com,Focus Dark Roast Espresso Pods (10ct),Coffee Pod,15.0,15.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, New Website 2023, pods, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-dark-roast-espresso-pods-10ct
us.foursigmatic.com_7894279061540,Four Sigmatic,us.foursigmatic.com,The Last of Us New Look Insert,,0.0,,Other,Cordyceps,1,"free, YBlocklist",https://us.foursigmatic.com/products/the-last-of-us-new-look-insert
us.foursigmatic.com_7807637028900,Four Sigmatic,us.foursigmatic.com,HBO Original The Last Of Us - Organic High Caf Ground Coffee,Ground Coffee,20.0,20.0,Coffee,"Lion's Mane, Cordyceps",3,"boost, coffee, Coffees & Creamers, ground, high caf, manual-oos",https://us.foursigmatic.com/products/the-last-of-us-high-caf-ground-coffee
us.foursigmatic.com_7758021558308,Four Sigmatic,us.foursigmatic.com,Focus Green Tea,Tea,20.0,20.0,Tea,Other,3,"instant, New Website 2023, show-onetime-plan, tea",https://us.foursigmatic.com/products/focus-organic-green-tea
us.foursigmatic.com_7798472769572,Four Sigmatic,us.foursigmatic.com,Protein Sampler,,150.0,150.0,Other,Other,1,"bundle, bundles-2025, ground, reg caf, show-onetime-plan, Starter Kits",https://us.foursigmatic.com/products/protein-sampler-2025
us.foursigmatic.com_7798487777316,Four Sigmatic,us.foursigmatic.com,Coffee Latte Sampler,,60.0,60.0,Coffee,Lion's Mane,1,"bundle, bundles-2025, ground, reg caf, show-onetime-plan, Starter Kits",https://us.foursigmatic.com/products/coffee-latte-sampler-2025
us.foursigmatic.com_7798496460836,Four Sigmatic,us.foursigmatic.com,Hot Cocoa Sampler,,60.0,60.0,Other,Reishi,1,"bundle, bundles-2025, reg caf, show-onetime-plan, Starter Kits",https://us.foursigmatic.com/products/hot-cocoa-sampler-2025
us.foursigmatic.com_7793876566052,Four Sigmatic,us.foursigmatic.com,Think Ground Hi-Caf Coffee with Lion's Mane and Yacon,Ground Coffee,59.0,80.0,Coffee,Lion's Mane,3,"coffee, do-not-recommend, hide",https://us.foursigmatic.com/products/think-ground-hi-caffeine-coffee-with-lions-mane-and-yacon
us.foursigmatic.com_7757286047780,Four Sigmatic,us.foursigmatic.com,Focus Organic Coffee Latte - Vanilla,Instant Coffee,20.0,20.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, exclude-upsell, focus, half caf, instant, latte, latte-bags, latte-smaller, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/focus-organic-latte-vanilla
us.foursigmatic.com_7757286309924,Four Sigmatic,us.foursigmatic.com,Focus Organic Coffee Latte - Mocha,Instant Coffee,20.0,20.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, exclude-upsell, focus, half caf, instant, latte, latte-bags, latte-smaller, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/focus-organic-coffee-latte-mocha
us.foursigmatic.com_7757775700004,Four Sigmatic,us.foursigmatic.com,Focus Organic Coffee Latte - Original,Instant Coffee,20.0,20.0,Coffee,Lion's Mane,3,"coffee, Coffees & Creamers, exclude-upsell, focus, half caf, instant, latte, latte-bags, latte-smaller, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/focus-organic-coffee-latte-original
us.foursigmatic.com_7772778201124,Four Sigmatic,us.foursigmatic.com,Mushroom Coffee Starter Kit,,80.0,80.0,Coffee,Other,1,hide,https://us.foursigmatic.com/products/mushroom-coffee-starter-kit
us.foursigmatic.com_7757292470308,Four Sigmatic,us.foursigmatic.com,Calm Dark Hot Cocoa,Instant Coffee,20.0,20.0,Other,Reishi,3,"cacao, New Website 2023, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/calm-organic-dark-hot-cocoa
us.foursigmatic.com_7757291749412,Four Sigmatic,us.foursigmatic.com,Calm Mylk Hot Cocoa,Instant Coffee,20.0,20.0,Other,Reishi,3,"cacao, New Website 2023, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/calm-organic-mylk-hot-cocoa
us.foursigmatic.com_7275229708324,Four Sigmatic,us.foursigmatic.com,Focus Decaf Coffee Pods (24ct),Coffee Pod,36.0,36.0,Coffee,Lion's Mane,5,"coffee, Coffees & Creamers, decaf, New Website 2023, pods, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-decaf-coffee-pods
us.foursigmatic.com_7569401511972,Four Sigmatic,us.foursigmatic.com,Gut Health Tea,Tea,20.0,20.0,Tea,Other,3,"instant, New Website 2023, show-onetime-plan, tea, Updated 2025",https://us.foursigmatic.com/products/gut-health-organic-herbal-tea
us.foursigmatic.com_7569395122212,Four Sigmatic,us.foursigmatic.com,Mood Herbal Tea,Tea,20.0,20.0,Tea,Reishi,3,"instant, New Website 2023, show-onetime-plan, tea, Updated 2025",https://us.foursigmatic.com/products/mood-organic-herbal-tea
us.foursigmatic.com_7569389027364,Four Sigmatic,us.foursigmatic.com,Protect Herbal Tea,Tea,20.0,20.0,Tea,Chaga,3,"instant, New Website 2023, show-onetime-plan, tea, Updated 2025",https://us.foursigmatic.com/products/protect-organic-herbal-tea
us.foursigmatic.com_7569193205796,Four Sigmatic,us.foursigmatic.com,Focus Black Tea,Tea,20.0,20.0,Tea,Lion's Mane,3,"instant, New Website 2023, show-onetime-plan, tea, Updated 2025",https://us.foursigmatic.com/products/focus-organic-black-tea
us.foursigmatic.com_6995189235748,Four Sigmatic,us.foursigmatic.com,Mushroom Cosmetic Bag,,10.0,0.0,Other,Other,1,"Legacy Website 2023, Merch, swag",https://us.foursigmatic.com/products/mushroom-membership-gift-bag
us.foursigmatic.com_7307483643940,Four Sigmatic,us.foursigmatic.com,Calm Capsules,,37.0,37.0,Capsule,Reishi,5,"balance, calm, capsule, decaf, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/calm-organic-capsules
us.foursigmatic.com_7307483971620,Four Sigmatic,us.foursigmatic.com,Memory Capsules,,37.0,37.0,Capsule,Cordyceps,5,"boost, capsule, decaf, focus, memory, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/memory-organic-capsules
us.foursigmatic.com_7307481251876,Four Sigmatic,us.foursigmatic.com,Focus Capsules,,37.0,37.0,Capsule,Lion's Mane,5,"capsule, decaf, focus, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/focus-organic-capsules
us.foursigmatic.com_7269003100196,Four Sigmatic,us.foursigmatic.com,Focus High Caf Coffee Pods (24ct),Coffee Pod,36.0,36.0,Coffee,Lion's Mane,5,"coffee, Coffees & Creamers, high caf, New Website 2023, pods, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-high-caf-coffee-pods
us.foursigmatic.com_7269003001892,Four Sigmatic,us.foursigmatic.com,Focus Whole Bean Coffee,Whole Bean Coffee,20.0,20.0,Coffee,Lion's Mane,7,"balance, coffee, Coffees & Creamers, Ground Coffee Bag, gut, New Website 2023, protect, reg caf, show-onetime-plan, think, Updated 2025, whole bean",https://us.foursigmatic.com/products/focus-whole-bean-coffee-bag
us.foursigmatic.com_7281373937700,Four Sigmatic,us.foursigmatic.com,Healing Adaptogens Book,,24.99,,Other,Other,1,Merch,https://us.foursigmatic.com/products/healing-adaptogens-book
us.foursigmatic.com_7275229675556,Four Sigmatic,us.foursigmatic.com,Balance Coffee Pods (24ct),Coffee Pod,36.0,36.0,Coffee,Other,5,"balance, coffee, Coffees & Creamers, half caf, New Website 2023, pods, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/balance-half-caf-coffee-pods
us.foursigmatic.com_7275229642788,Four Sigmatic,us.foursigmatic.com,Gut Health Coffee Pods (24ct),Coffee Pod,36.0,36.0,Coffee,"Chaga, Turkey Tail",5,"coffee, Coffees & Creamers, gut, New Website 2023, pods, protect, reg caf, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/gut-health-coffee-pods
us.foursigmatic.com_7269003427876,Four Sigmatic,us.foursigmatic.com,Plant-Based Protein – Peanut Butter,Protein,50.0,50.0,Other,Other,5,"balance, boost, calm, focus, gut, New Website 2023, protect, protein, Proteins, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/peanut-butter-plant-based-protein
us.foursigmatic.com_7269003395108,Four Sigmatic,us.foursigmatic.com,Plant-Based Protein – Chocolate,Protein,50.0,50.0,Other,Other,5,"balance, boost, calm, focus, gut, New Website 2023, protect, protein, Proteins, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/creamy-cacao-plant-based-protein
us.foursigmatic.com_7269003362340,Four Sigmatic,us.foursigmatic.com,Plant-Based Protein – Vanilla,Protein,50.0,50.0,Other,Other,5,"balance, boost, calm, focus, gut, New Website 2023, protect, protein, Proteins, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/sweet-vanilla-plant-based-protein
us.foursigmatic.com_7269003329572,Four Sigmatic,us.foursigmatic.com,Plant-Based Protein – Unflavored,Protein,50.0,50.0,Other,Other,5,"balance, boost, calm, focus, gut, New Website 2023, protect, protein, Proteins, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/unflavored-plant-based-protein
us.foursigmatic.com_7269003296804,Four Sigmatic,us.foursigmatic.com,Focus Creamer – Chocolate,Creamer,15.0,15.0,Other,Lion's Mane,5,"Coffees & Creamers, creamer, decaf, New Website 2023, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-creamer-cacao-coconut
us.foursigmatic.com_7269003264036,Four Sigmatic,us.foursigmatic.com,Focus Creamer – Vanilla,Creamer,15.0,15.0,Other,Lion's Mane,6,"Coffees & Creamers, creamer, decaf, New Website 2023, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-creamer-vanilla-coconut
us.foursigmatic.com_7269003231268,Four Sigmatic,us.foursigmatic.com,Focus Mushroom Blend,Blend,30.0,30.0,Powder,Other,6,"blend, decaf, focus, instant, New Website 2023, show-onetime-plan, Supplement, Supplements, Updated 2025",https://us.foursigmatic.com/products/focus-mushroom-blend
us.foursigmatic.com_7269003165732,Four Sigmatic,us.foursigmatic.com,Calm Mushroom Blend,Blend,30.0,30.0,Powder,Other,6,"balance, blend, decaf, instant, New Website 2023, show-onetime-plan, Supplement, Supplements, Updated 2025",https://us.foursigmatic.com/products/balance-mushroom-blend
us.foursigmatic.com_7269003067428,Four Sigmatic,us.foursigmatic.com,Gut Health Mushroom Blend,Blend,30.0,30.0,Powder,Other,6,"blend, decaf, instant, New Website 2023, protect, show-onetime-plan, Supplement, Supplements, Updated 2025",https://us.foursigmatic.com/products/protect-blend
us.foursigmatic.com_7269003034660,Four Sigmatic,us.foursigmatic.com,Focus Coffee Pods (24ct),Coffee Pod,36.0,36.0,Coffee,Lion's Mane,5,"coffee, Coffees & Creamers, New Website 2023, pods, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-coffee-pods-box
us.foursigmatic.com_7269002969124,Four Sigmatic,us.foursigmatic.com,Focus Cold Brew Ground Coffee,Ground Coffee,20.0,20.0,Coffee,Lion's Mane,4,"balance, coffee, Coffees & Creamers, cold brew, ground, Ground Coffee Bag, gut, New Website 2023, protect, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-cold-brew-ground-coffee-bag
us.foursigmatic.com_7269002936356,Four Sigmatic,us.foursigmatic.com,Focus Max High Caf Ground Coffee - Dark,Ground Coffee,20.0,20.0,Coffee,"Lion's Mane, Cordyceps",4,"boost, coffee, Coffees & Creamers, filter-bundle, ground, Ground Coffee Bag, high caf, show-onetime-plan",https://us.foursigmatic.com/products/boost-high-caf-ground-coffee-bag
us.foursigmatic.com_7269002870820,Four Sigmatic,us.foursigmatic.com,Gut Health Ground Coffee - Medium,Ground Coffee,20.0,20.0,Coffee,"Chaga, Turkey Tail",5,"coffee, Coffees & Creamers, ground, Ground Coffee Bag, gut, New Website 2023, reg caf, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/gut-health-ground-coffee-bag
us.foursigmatic.com_7269002838052,Four Sigmatic,us.foursigmatic.com,Balance Half Caf Ground Coffee - Medium,Ground Coffee,20.0,20.0,Coffee,Other,4,"balance, coffee, Coffees & Creamers, ground, Ground Coffee Bag, half caf, New Website 2023, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/balance-half-caf-ground-coffee-bag
us.foursigmatic.com_7269002805284,Four Sigmatic,us.foursigmatic.com,Calm Decaf Ground Coffee - Medium,Ground Coffee,20.0,20.0,Coffee,"Reishi, Chaga",4,"calm, coffee, Coffees & Creamers, decaf, ground, Ground Coffee Bag, New Website 2023, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/calm-decaf-ground-coffee-bag
us.foursigmatic.com_7269002772516,Four Sigmatic,us.foursigmatic.com,Focus Ground Coffee - Dark,Ground Coffee,20.0,20.0,Coffee,"Lion's Mane, Chaga",5,"coffee, Coffees & Creamers, ground, Ground Coffee Bag, limited-edition, New Website 2023, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-ground-coffee-bag
us.foursigmatic.com_7269002739748,Four Sigmatic,us.foursigmatic.com,"Focus Instant Coffee Latte, Packets",Latte,20.0,20.0,Coffee,"Lion's Mane, Chaga",5,"coffee-latte-original, Coffees & Creamers, instant, instant-coffee-nav, latte, latte-packets, New Website 2023, packets, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-coffee-latte-box
us.foursigmatic.com_7269002674212,Four Sigmatic,us.foursigmatic.com,"Calm Chai Latte, Packets",Latte,20.0,20.0,Coffee,"Reishi, Turkey Tail",5,"calm, Coffees & Creamers, decaf, instant, latte, latte-packets, New Website 2023, packets, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/calm-chai-latte-box
us.foursigmatic.com_7269002575908,Four Sigmatic,us.foursigmatic.com,"Calm Instant Coffee, Packets",Instant Coffee,15.0,15.0,Coffee,"Reishi, Chaga",7,"balance, coffee, Coffees & Creamers, half caf, instant, instant-coffee-nav, New Website 2023, packets, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/balance-instant-coffee-box
us.foursigmatic.com_7269002510372,Four Sigmatic,us.foursigmatic.com,Focus Instant Coffee Multiserve,Instant Coffee,35.0,35.0,Coffee,"Lion's Mane, Chaga",5,"coffee, coffee-latte-original, Coffees & Creamers, instant, instant-coffee-nav, New Website 2023, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-instant-coffee-multiserve
us.foursigmatic.com_7269002477604,Four Sigmatic,us.foursigmatic.com,"Focus Instant Coffee, Packets",Instant Coffee,15.0,15.0,Coffee,"Lion's Mane, Chaga",7,"coffee, coffee-latte-original, Coffees & Creamers, instant, instant-coffee-nav, New Website 2023, packets, reg caf, show-onetime-plan, think, Updated 2025",https://us.foursigmatic.com/products/focus-instant-coffee-box
us.foursigmatic.com_7269002444836,Four Sigmatic,us.foursigmatic.com,"Gut Health Instant Coffee, Packets",Instant Coffee,15.0,15.0,Coffee,"Chaga, Turkey Tail",7,"coffee, Coffees & Creamers, gut, instant, instant-coffee-nav, New Website 2023, packets, protect, reg caf, show-onetime-plan, Updated 2025",https://us.foursigmatic.com/products/protect-instant-coffee-box
us.foursigmatic.com_7269002412068,Four Sigmatic,us.foursigmatic.com,"Calm Cacao, Packets",Cacao,20.0,20.0,Powder,Reishi,5,"cacao, calm, decaf, gut, instant, New Website 2023, packets, protect, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/calm-cacao-box
us.foursigmatic.com_7269002346532,Four Sigmatic,us.foursigmatic.com,"Boost Cacao, Packets",Cacao,20.0,20.0,Powder,Cordyceps,5,"boost, cacao, decaf, focus, instant, New Website 2023, Not in Updated-2025-Tag, packets, show-onetime-plan, Supplements",https://us.foursigmatic.com/products/boost-cacao-box
us.foursigmatic.com_7269002313764,Four Sigmatic,us.foursigmatic.com,"Focus Elixir, Packets",Elixir,38.0,38.0,Liquid,Lion's Mane,6,"decaf, elixir, instant, New Website 2023, packets, show-onetime-plan, Supplements, think, Updated 2025",https://us.foursigmatic.com/products/focus-elixir-box
us.foursigmatic.com_7269002280996,Four Sigmatic,us.foursigmatic.com,"Gut Health Elixir, Packets",Elixir,38.0,38.0,Liquid,"Chaga, Turkey Tail",6,"decaf, elixir, instant, New Website 2023, packets, protect, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/protect-elixir-box
us.foursigmatic.com_7269002215460,Four Sigmatic,us.foursigmatic.com,"Calm Elixir, Packets",Elixir,38.0,38.0,Liquid,Reishi,6,"calm, decaf, elixir, instant, New Website 2023, packets, show-onetime-plan, Supplements, Updated 2025",https://us.foursigmatic.com/products/calm-elixir-box
hostdefense.com_8411652325421,Host Defense,hostdefense.com,MycoBenefits® PMS*,Capsules,29.95,,Other,"Reishi, Maitake",1,"Mushroom Species_Maitake, Mushroom Species_Multi-Mushroom, Mushroom Species_Reishi, MycoBenefits®, Product Type_Capsules, SAVE20, SAVE25",https://hostdefense.com/products/mycobenefits-pms
hostdefense.com_8411684929581,Host Defense,hostdefense.com,MycoBenefits® Peri Meno*,Capsules,29.95,,Other,"Reishi, Maitake",1,"Mushroom Species_Maitake, Mushroom Species_Multi-Mushroom, Mushroom Species_Reishi, MycoBenefits®, Product Type_Capsules, SAVE20, SAVE25",https://hostdefense.com/products/mycobenefits-peri-meno
hostdefense.com_7463537508397,Host Defense,hostdefense.com,MycoBotanicals® Immune* Powder,Powder,31.95,,Powder,Blend,1,"Benefit Category_Immunity & Wellness, Ingredients_Mushrooms & Herbs, Mushroom Species_Agarikon, Mushroom Species_Multi-Mushroom, Mushroom Species_Reishi, Mushroom Species_Turkey Tail, Product Type_Pow",https://hostdefense.com/products/mycobotanicals-immune-powder
hostdefense.com_8406158082093,Host Defense,hostdefense.com,Host Defense® Lion’s Mane Gummies,Gummies,34.95,,Gummy,Lion's Mane,1,"Benefit Category_Memory & Cognition, Ingredients_Single Mushroom, Mushroom Species_Lion's Mane, Product Type_Gummies, SAVE20, SAVE25",https://hostdefense.com/products/lions-mane-gummies
hostdefense.com_8406163128365,Host Defense,hostdefense.com,Host Defense® Immune* Gummies,Gummies,34.95,,Gummy,Blend,1,"Benefit Category_Immunity & Wellness, Mushroom Species_Chaga, Mushroom Species_Cordyceps, Mushroom Species_Lion's Mane, Mushroom Species_Maitake, Mushroom Species_Multi-Mushroom, Mushroom Species_Reis",https://hostdefense.com/products/immune-gummies
hostdefense.com_8348961472557,Host Defense,hostdefense.com,Grateful Dead Gummies™ - Beary Well™*,Gummies,36.95,,Gummy,"Chaga, Turkey Tail",1,"Benefit Category_Immunity & Wellness, Grateful Dead, Mushroom Species_Agarikon, Mushroom Species_Chaga, Mushroom Species_Multi-Mushroom, Mushroom Species_Turkey Tail, Product Type_Gummies, SAVE20, SAV",https://hostdefense.com/products/grateful-dead-gummies-beary-well
hostdefense.com_8348961308717,Host Defense,hostdefense.com,Grateful Dead Gummies™ - Cosmic Focus™*,Gummies,36.95,,Gummy,Lion's Mane,1,"Benefit Category_Memory & Cognition, Grateful Dead, Mushroom Species_Lion's Mane, Product Type_Gummies, SAVE20, SAVE25",https://hostdefense.com/products/grateful-dead-gummies-cosmic-focus
hostdefense.com_8348961144877,Host Defense,hostdefense.com,Grateful Dead Gummies™ - Stay Mellow™*,Gummies,36.95,,Gummy,"Lion's Mane, Reishi",1,"Benefit Category_Relax & Recharge, Grateful Dead, Mushroom Species_Lion's Mane, Mushroom Species_Multi-Mushroom, Mushroom Species_Reishi, Product Type_Gummies, SAVE20, SAVE25",https://hostdefense.com/products/grateful-dead-gummies-stay-mellow
hostdefense.com_8096017973293,Host Defense,hostdefense.com,MycoBenefits® Sleep* Capsules,Capsules,29.95,,Capsule,"Lion's Mane, Reishi",1,"Benefit Category_Relax & Recharge, Mushroom Species_Lion's Mane, Mushroom Species_Multi-Mushroom, Mushroom Species_Reishi, MycoBenefits®, Product Type_Capsules, SAVE20, SAVE25",https://hostdefense.com/products/mycobenefits-sleep-capsules
hostdefense.com_8096002637869,Host Defense,hostdefense.com,MycoBenefits® Focus* Capsules,Capsules,29.95,,Capsule,"Lion's Mane, Reishi, Cordyceps",1,"Benefit Category_Memory & Cognition, Mushroom Species_Cordyceps, Mushroom Species_Lion's Mane, Mushroom Species_Multi-Mushroom, Mushroom Species_Reishi, MycoBenefits®, Product Type_Capsules, SAVE20, S",https://hostdefense.com/products/mycobenefits-focus-capsules
